Graph contains edges with negative weight.
Shortest paths lengths:
5 - 9: 7
5 - 10: 8
5 - 11: 14
5 - 12: 20
5 - 13: 20
5 - 14: 28
5 - 15: 18
5 - 16: 14
5 - 17: 14
5 - 18: 11
5 - 19: 23
5 - 20: 9
5 - 21: 13
5 - 22: 12
5 - 23: 11
5 - 24: 13
5 - 25: 17
5 - 26: 14
5 - 27: 25
5 - 28: 14
5 - 29: 13
5 - 30: 3
5 - 31: 14
5 - 32: 8
5 - 33: 22
5 - 34: 11
5 - 35: 20
5 - 36: 10
5 - 37: 22
5 - 38: 16
5 - 39: 17
5 - 40: 18
5 - 41: 13
5 - 42: 12
5 - 43: 13
5 - 44: 15
5 - 45: 13
5 - 46: 13
5 - 47: 16
5 - 48: 5
5 - 49: 11
5 - 50: 3
6 - 1: 22
6 - 2: 9
6 - 3: 6
6 - 4: 19
6 - 5: 15
6 - 7: 8
6 - 8: 12
6 - 9: 12
6 - 10: 4
6 - 11: 8
6 - 12: 11
6 - 13: 19
6 - 14: 26
6 - 15: 13
6 - 16: 8
6 - 17: 8
6 - 18: 2
6 - 19: 15
6 - 20: 5
6 - 21: 4
6 - 22: 3
6 - 23: 6
6 - 24: 6
6 - 25: 13
6 - 26: 7
6 - 27: 16
6 - 28: 9
6 - 29: 15
6 - 30: -1
6 - 31: 10
6 - 32: -1
6 - 33: 16
6 - 34: 4
6 - 35: 14
6 - 36: 1
6 - 37: 16
6 - 38: 8
6 - 39: 18
6 - 40: 16
6 - 41: 13
6 - 42: 3
6 - 43: 21
6 - 44: 11
6 - 45: 9
6 - 46: 6
6 - 47: 7
6 - 48: 6
6 - 49: 19
6 - 50: 7
7 - 1: 14
7 - 2: 1
7 - 3: -2
7 - 4: 11
7 - 5: 8
7 - 6: 5
7 - 8: 4
7 - 9: 4
7 - 10: -4
7 - 11: 2
7 - 12: 3
7 - 13: 11
7 - 14: 18
7 - 15: 5
7 - 16: 0
7 - 17: 0
7 - 18: -6
7 - 19: 7
7 - 20: -3
7 - 21: -4
7 - 22: -5
7 - 23: -2
7 - 24: -2
7 - 25: 5
7 - 26: -1
7 - 27: 8
7 - 28: 2
7 - 29: 8
7 - 30: -9
7 - 31: 2
7 - 32: -9
7 - 33: 8
7 - 34: -4
7 - 35: 6
7 - 36: -7
7 - 37: 8
7 - 38: 1
7 - 39: 10
7 - 40: 8
7 - 41: 5
7 - 42: -5
7 - 43: 13
7 - 44: 3
7 - 45: 1
7 - 46: 1
7 - 47: -1
7 - 48: -2
7 - 49: 11
7 - 50: -1
8 - 1: 29
8 - 2: 16
8 - 3: 13
8 - 4: 26
8 - 5: 23
8 - 6: 20
8 - 7: 21
8 - 9: 19
8 - 10: 11
8 - 11: 17
8 - 12: 18
8 - 13: 26
8 - 14: 33
8 - 15: 20
8 - 16: 15
8 - 17: 15
8 - 18: 9
8 - 19: 22
8 - 20: 12
8 - 21: 11
8 - 22: 10
8 - 23: 13
8 - 24: 13
8 - 25: 20
8 - 26: 14
8 - 27: 23
8 - 28: 17
8 - 29: 23
8 - 30: 6
8 - 31: 17
8 - 32: 6
8 - 33: 9
8 - 34: 11
8 - 35: 21
8 - 36: 8
8 - 37: 19
8 - 38: 16
8 - 39: 25
8 - 40: 22
8 - 41: 20
8 - 42: 10
8 - 43: 28
8 - 44: 18
8 - 45: 16
8 - 46: 16
8 - 47: 14
8 - 48: 13
8 - 49: 26
8 - 50: 14
9 - 1: 34
9 - 2: 25
9 - 3: 22
9 - 4: 26
9 - 5: 31
9 - 6: 25
9 - 7: 24
9 - 8: 28
9 - 10: 19
9 - 11: 25
9 - 12: 27
9 - 13: 34
9 - 14: 29
9 - 15: 21
9 - 16: 24
9 - 17: 18
9 - 18: 18
9 - 19: 27
9 - 20: 19
9 - 21: 20
9 - 22: 19
9 - 23: 22
9 - 24: 22
9 - 25: 19
9 - 26: 23
9 - 27: 23
9 - 28: 25
9 - 29: 31
9 - 30: 13
9 - 31: 24
9 - 32: 15
9 - 33: 26
9 - 34: 20
9 - 35: 13
9 - 36: 17
9 - 37: 15
9 - 38: 21
9 - 39: 10
9 - 40: 18
9 - 41: 24
9 - 42: 19
9 - 43: 36
9 - 44: 26
9 - 45: 24
9 - 46: 24
9 - 47: 23
9 - 48: 16
9 - 49: 34
9 - 50: 14
10 - 1: 25
10 - 2: 12
10 - 3: 9
10 - 4: 23
10 - 5: 24
10 - 6: 9
10 - 7: 17
10 - 8: 18
10 - 9: 19
10 - 11: 13
10 - 12: 14
10 - 13: 28
10 - 14: 29
10 - 15: 15
10 - 16: 14
10 - 17: 17
10 - 18: 11
10 - 19: 18
10 - 20: 8
10 - 21: 13
10 - 22: 12
10 - 23: 15
10 - 24: 12
10 - 25: 16
10 - 26: 13
10 - 27: 20
10 - 28: 18
10 - 29: 22
10 - 30: 2
10 - 31: 13
10 - 32: 8
10 - 33: 25
10 - 34: 10
10 - 35: 17
10 - 36: 10
10 - 37: 19
10 - 38: 15
10 - 39: 21
10 - 40: 12
10 - 41: 16
10 - 42: 6
10 - 43: 24
10 - 44: 20
10 - 45: 5
10 - 46: 5
10 - 47: 13
10 - 48: 9
10 - 49: 22
10 - 50: 10
11 - 1: 23
11 - 2: 14
11 - 3: 11
11 - 4: 21
11 - 5: 21
11 - 6: 18
11 - 7: 13
11 - 8: 16
11 - 9: 17
11 - 10: 9
11 - 12: 16
11 - 13: 24
11 - 14: 28
11 - 15: 18
11 - 16: 12
11 - 17: 7
11 - 18: 7
11 - 19: 16
11 - 20: 6
11 - 21: 9
11 - 22: 8
11 - 23: 11
11 - 24: 10
11 - 25: 17
11 - 26: 11
11 - 27: 18
11 - 28: 15
11 - 29: 21
11 - 30: 3
11 - 31: 14
11 - 32: 4
11 - 33: 15
11 - 34: 8
11 - 35: 19
11 - 36: 6
11 - 37: 21
11 - 38: 13
11 - 39: 23
11 - 40: 21
11 - 41: 13
11 - 42: 8
11 - 43: 25
11 - 44: 16
11 - 45: 14
11 - 46: 14
11 - 47: 12
11 - 48: 11
11 - 49: 23
11 - 50: 12
12 - 1: 28
12 - 2: 15
12 - 3: 12
12 - 4: 26
12 - 5: 27
12 - 6: 12
12 - 7: 20
12 - 8: 21
12 - 9: 22
12 - 10: 3
12 - 11: 16
12 - 13: 31
12 - 14: 32
12 - 15: 18
12 - 16: 17
12 - 17: 20
12 - 18: 14
12 - 19: 21
12 - 20: 11
12 - 21: 16
12 - 22: 15
12 - 23: 18
12 - 24: 15
12 - 25: 19
12 - 26: 16
12 - 27: 23
12 - 28: 21
12 - 29: 25
12 - 30: 5
12 - 31: 16
12 - 32: 11
12 - 33: 28
12 - 34: 13
12 - 35: 20
12 - 36: 13
12 - 37: 22
12 - 38: 18
12 - 39: 7
12 - 40: 15
12 - 41: 19
12 - 42: 9
12 - 43: 27
12 - 44: 23
12 - 45: 8
12 - 46: 8
12 - 47: 16
12 - 48: 12
12 - 49: 25
12 - 50: 13
13 - 1: 22
13 - 2: 14
13 - 3: 6
13 - 4: 17
13 - 5: 2
13 - 6: 11
13 - 7: 15
13 - 8: 10
13 - 9: 9
13 - 10: 10
13 - 11: 11
13 - 12: 11
13 - 14: 21
13 - 15: 9
13 - 16: 6
13 - 17: 10
13 - 18: 9
13 - 19: 15
13 - 20: 0
13 - 21: 11
13 - 22: 10
13 - 23: 13
13 - 24: 4
13 - 25: 8
13 - 26: 5
13 - 27: 17
13 - 28: 16
13 - 29: 8
13 - 30: -6
13 - 31: 5
13 - 32: 6
13 - 33: 17
13 - 34: 2
13 - 35: 14
13 - 36: 8
13 - 37: 16
13 - 38: 7
13 - 39: 5
13 - 40: 15
13 - 41: 8
13 - 42: 10
13 - 43: 8
13 - 44: 10
13 - 45: 15
13 - 46: 15
13 - 47: 14
13 - 48: 7
13 - 49: 6
13 - 50: 5
14 - 1: 30
14 - 2: 13
14 - 3: 14
14 - 4: 25
14 - 5: 16
14 - 6: 19
14 - 7: 23
14 - 8: 18
14 - 9: 19
14 - 10: 19
14 - 11: 19
14 - 12: 19
14 - 13: 14
14 - 15: 15
14 - 16: 14
14 - 17: 18
14 - 18: 17
14 - 19: 23
14 - 20: 10
14 - 21: 19
14 - 22: 13
14 - 23: 21
14 - 24: 12
14 - 25: 19
14 - 26: 13
14 - 27: 25
14 - 28: 19
14 - 29: 7
14 - 30: 5
14 - 31: 16
14 - 32: 14
14 - 33: 25
14 - 34: 10
14 - 35: 22
14 - 36: 16
14 - 37: 22
14 - 38: 14
14 - 39: 19
14 - 40: 22
14 - 41: 9
14 - 42: 12
14 - 43: 10
14 - 44: 14
14 - 45: 15
14 - 46: 24
14 - 47: 21
14 - 48: 10
14 - 49: 16
14 - 50: 16
15 - 1: 28
15 - 2: 13
15 - 3: 12
15 - 4: 13
15 - 5: 18
15 - 6: 19
15 - 7: 20
15 - 8: 18
15 - 9: 18
15 - 10: 10
15 - 11: 16
15 - 12: 17
15 - 13: 25
15 - 14: 32
15 - 16: 14
15 - 17: 14
15 - 18: 8
15 - 19: 21
15 - 20: 11
15 - 21: 10
15 - 22: 7
15 - 23: 12
15 - 24: 12
15 - 25: 19
15 - 26: 13
15 - 27: 10
15 - 28: 16
15 - 29: 22
15 - 30: 5
15 - 31: 16
15 - 32: 5
15 - 33: 22
15 - 34: 10
15 - 35: 20
15 - 36: 7
15 - 37: 22
15 - 38: 15
15 - 39: 24
15 - 40: 22
15 - 41: 19
15 - 42: 9
15 - 43: 15
15 - 44: 17
15 - 45: 15
15 - 46: 15
15 - 47: 13
15 - 48: 10
15 - 49: 23
15 - 50: 13
16 - 1: 33
16 - 2: 8
16 - 3: 17
16 - 4: 23
16 - 5: 20
16 - 6: 14
16 - 7: 22
16 - 8: 4
16 - 9: 23
16 - 10: 13
16 - 11: 14
16 - 12: 22
16 - 13: 27
16 - 14: 31
16 - 15: 17
16 - 17: 19
16 - 18: 13
16 - 19: 26
16 - 20: 13
16 - 21: 15
16 - 22: 14
16 - 23: 17
16 - 24: 17
16 - 25: 21
16 - 26: 9
16 - 27: 25
16 - 28: 14
16 - 29: 20
16 - 30: 7
16 - 31: 18
16 - 32: 10
16 - 33: 13
16 - 34: 15
16 - 35: 25
16 - 36: 12
16 - 37: 17
16 - 38: 20
16 - 39: 28
16 - 40: 17
16 - 41: 21
16 - 42: 14
16 - 43: 20
16 - 44: 22
16 - 45: 10
16 - 46: 18
16 - 47: 18
16 - 48: 5
16 - 49: 18
16 - 50: 8
17 - 1: 16
17 - 2: 7
17 - 3: 4
17 - 4: 14
17 - 5: 14
17 - 6: 11
17 - 7: 6
17 - 8: 10
17 - 9: 10
17 - 10: 2
17 - 11: 8
17 - 12: 9
17 - 13: 17
17 - 14: 21
17 - 15: 11
17 - 16: 6
17 - 18: 0
17 - 19: 9
17 - 20: 3
17 - 21: 2
17 - 22: 1
17 - 23: 4
17 - 24: 4
17 - 25: 11
17 - 26: 5
17 - 27: 11
17 - 28: 8
17 - 29: 14
17 - 30: -3
17 - 31: 8
17 - 32: -3
17 - 33: 8
17 - 34: 2
17 - 35: 12
17 - 36: -1
17 - 37: 14
17 - 38: 7
17 - 39: 16
17 - 40: 14
17 - 41: 6
17 - 42: 1
17 - 43: 18
17 - 44: 9
17 - 45: 7
17 - 46: 7
17 - 47: 5
17 - 48: 4
17 - 49: 16
17 - 50: 5
18 - 1: 26
18 - 2: 16
18 - 3: 10
18 - 4: 21
18 - 5: 15
18 - 6: 14
18 - 7: 19
18 - 8: 14
18 - 9: 10
18 - 10: 15
18 - 11: 15
18 - 12: 15
18 - 13: 28
18 - 14: 28
18 - 15: 17
18 - 16: 10
18 - 17: 13
18 - 19: 19
18 - 20: 7
18 - 21: 9
18 - 22: 14
18 - 23: 4
18 - 24: 8
18 - 25: 15
18 - 26: 9
18 - 27: 21
18 - 28: 21
18 - 29: 21
18 - 30: 1
18 - 31: 12
18 - 32: 10
18 - 33: 21
18 - 34: 6
18 - 35: 18
18 - 36: 12
18 - 37: 20
18 - 38: 11
18 - 39: 20
18 - 40: 23
18 - 41: 15
18 - 42: 14
18 - 43: 27
18 - 44: 22
18 - 45: 16
18 - 46: 10
18 - 47: 12
18 - 48: 13
18 - 49: 25
18 - 50: 18
19 - 1: 7
19 - 2: 8
19 - 3: 8
19 - 4: 5
19 - 5: 10
19 - 6: 3
19 - 7: 10
19 - 8: 14
19 - 9: 14
19 - 10: 6
19 - 11: 11
19 - 12: 13
19 - 13: 21
19 - 14: 25
19 - 15: 15
19 - 16: 10
19 - 17: 4
19 - 18: 4
19 - 20: 7
19 - 21: 6
19 - 22: 5
19 - 23: 8
19 - 24: 8
19 - 25: 15
19 - 26: 9
19 - 27: 2
19 - 28: 12
19 - 29: 18
19 - 30: 1
19 - 31: 12
19 - 32: 1
19 - 33: 12
19 - 34: 6
19 - 35: 14
19 - 36: 3
19 - 37: 16
19 - 38: 11
19 - 39: 20
19 - 40: 17
19 - 41: 10
19 - 42: 5
19 - 43: 20
19 - 44: 13
19 - 45: 10
19 - 46: 9
19 - 47: 9
19 - 48: 5
19 - 49: 18
19 - 50: 9
20 - 1: 22
20 - 2: 14
20 - 3: 6
20 - 4: 17
20 - 5: 18
20 - 6: 18
20 - 7: 15
20 - 8: 10
20 - 9: 11
20 - 10: 11
20 - 11: 11
20 - 12: 11
20 - 13: 26
20 - 14: 23
20 - 15: 13
20 - 16: 6
20 - 17: 10
20 - 18: 9
20 - 19: 15
20 - 21: 11
20 - 22: 10
20 - 23: 13
20 - 24: 4
20 - 25: 11
20 - 26: 5
20 - 27: 17
20 - 28: 17
20 - 29: 20
20 - 30: -3
20 - 31: 8
20 - 32: 6
20 - 33: 17
20 - 34: 2
20 - 35: 14
20 - 36: 8
20 - 37: 16
20 - 38: 7
20 - 39: 18
20 - 40: 19
20 - 41: 8
20 - 42: 10
20 - 43: 20
20 - 44: 18
20 - 45: 16
20 - 46: 16
20 - 47: 14
20 - 48: 10
20 - 49: 18
20 - 50: 14
21 - 1: 18
21 - 2: 7
21 - 3: 8
21 - 4: 18
21 - 5: 18
21 - 6: 13
21 - 7: 10
21 - 8: 14
21 - 9: 14
21 - 10: 6
21 - 11: 12
21 - 12: 13
21 - 13: 19
21 - 14: 23
21 - 15: 9
21 - 16: 10
21 - 17: 4
21 - 18: 4
21 - 19: 13
21 - 20: 7
21 - 22: 5
21 - 23: 8
21 - 24: 8
21 - 25: 10
21 - 26: 9
21 - 27: 15
21 - 28: 12
21 - 29: 12
21 - 30: 1
21 - 31: 12
21 - 32: 1
21 - 33: 12
21 - 34: 6
21 - 35: 16
21 - 36: 3
21 - 37: 16
21 - 38: 11
21 - 39: 20
21 - 40: 14
21 - 41: 10
21 - 42: 5
21 - 43: 19
21 - 44: 13
21 - 45: 7
21 - 46: 11
21 - 47: 3
21 - 48: 4
21 - 49: 17
21 - 50: 9
22 - 1: 33
22 - 2: 6
22 - 3: 17
22 - 4: 16
22 - 5: 18
22 - 6: 12
22 - 7: 20
22 - 8: 21
22 - 9: 22
22 - 10: 16
22 - 11: 12
22 - 12: 22
22 - 13: 25
22 - 14: 29
22 - 15: 18
22 - 16: 17
22 - 17: 19
22 - 18: 14
22 - 19: 26
22 - 20: 11
22 - 21: 16
22 - 23: 18
22 - 24: 15
22 - 25: 19
22 - 26: 11
22 - 27: 13
22 - 28: 12
22 - 29: 18
22 - 30: 5
22 - 31: 16
22 - 32: 11
22 - 33: 23
22 - 34: 13
22 - 35: 25
22 - 36: 13
22 - 37: 15
22 - 38: 18
22 - 39: 26
22 - 40: 15
22 - 41: 19
22 - 42: 15
22 - 43: 18
22 - 44: 20
22 - 45: 8
22 - 46: 18
22 - 47: 19
22 - 48: 3
22 - 49: 16
22 - 50: 17
23 - 1: 22
23 - 2: 13
23 - 3: 6
23 - 4: 17
23 - 5: 11
23 - 6: 10
23 - 7: 15
23 - 8: 10
23 - 9: 11
23 - 10: 11
23 - 11: 11
23 - 12: 11
23 - 13: 26
23 - 14: 24
23 - 15: 13
23 - 16: 6
23 - 17: 10
23 - 18: 9
23 - 19: 15
23 - 20: 3
23 - 21: 11
23 - 22: 10
23 - 24: 4
23 - 25: 11
23 - 26: 5
23 - 27: 17
23 - 28: 17
23 - 29: 22
23 - 30: -3
23 - 31: 8
23 - 32: 6
23 - 33: 17
23 - 34: 2
23 - 35: 14
23 - 36: 8
23 - 37: 16
23 - 38: 7
23 - 39: 18
23 - 40: 19
23 - 41: 11
23 - 42: 10
23 - 43: 23
23 - 44: 18
23 - 45: 15
23 - 46: 6
23 - 47: 14
23 - 48: 10
23 - 49: 21
23 - 50: 14
24 - 1: 21
24 - 2: 10
24 - 3: 5
24 - 4: 13
24 - 5: 14
24 - 6: 15
24 - 7: 12
24 - 8: 6
24 - 9: 10
24 - 10: 8
24 - 11: 10
24 - 12: 10
24 - 13: 23
24 - 14: 20
24 - 15: 12
24 - 16: 2
24 - 17: 6
24 - 18: 6
24 - 19: 14
24 - 20: -1
24 - 21: 8
24 - 22: 7
24 - 23: 10
24 - 25: 7
24 - 26: 4
24 - 27: 16
24 - 28: 14
24 - 29: 18
24 - 30: -7
24 - 31: 4
24 - 32: 3
24 - 33: 14
24 - 34: 1
24 - 35: 13
24 - 36: 5
24 - 37: 13
24 - 38: 6
24 - 39: 17
24 - 40: 16
24 - 41: 7
24 - 42: 7
24 - 43: 19
24 - 44: 15
24 - 45: 12
24 - 46: 13
24 - 47: 11
24 - 48: 6
24 - 49: 17
24 - 50: 10
25 - 1: 22
25 - 2: 10
25 - 3: 6
25 - 4: 19
25 - 5: 22
25 - 6: 12
25 - 7: 15
25 - 8: 17
25 - 9: 18
25 - 10: 3
25 - 11: 16
25 - 12: 11
25 - 13: 26
25 - 14: 13
25 - 15: 6
25 - 16: 13
25 - 17: 15
25 - 18: 9
25 - 19: 15
25 - 20: 7
25 - 21: 11
25 - 22: 10
25 - 23: 13
25 - 24: 11
25 - 26: 12
25 - 27: 16
25 - 28: 16
25 - 29: 20
25 - 30: 4
25 - 31: 15
25 - 32: 6
25 - 33: 23
25 - 34: 9
25 - 35: 14
25 - 36: 8
25 - 37: 16
25 - 38: 14
25 - 39: 18
25 - 40: 15
25 - 41: 15
25 - 42: 9
25 - 43: 21
25 - 44: 18
25 - 45: 8
25 - 46: 8
25 - 47: 14
25 - 48: 7
25 - 49: 20
25 - 50: 13
26 - 1: 28
26 - 2: 20
26 - 3: 12
26 - 4: 14
26 - 5: 26
26 - 6: 24
26 - 7: 19
26 - 8: 10
26 - 9: 23
26 - 10: 15
26 - 11: 6
26 - 12: 17
26 - 13: 30
26 - 14: 34
26 - 15: 8
26 - 16: 18
26 - 17: 13
26 - 18: 13
26 - 19: 21
26 - 20: 12
26 - 21: 15
26 - 22: 14
26 - 23: 17
26 - 24: 16
26 - 25: 23
26 - 27: 18
26 - 28: 21
26 - 29: 27
26 - 30: 9
26 - 31: 20
26 - 32: 10
26 - 33: 12
26 - 34: 14
26 - 35: 20
26 - 36: 12
26 - 37: 22
26 - 38: 19
26 - 39: 24
26 - 40: 22
26 - 41: 19
26 - 42: 14
26 - 43: 23
26 - 44: 22
26 - 45: 15
26 - 46: 20
26 - 47: 18
26 - 48: 17
26 - 49: 29
26 - 50: 18
27 - 1: 33
27 - 2: 20
27 - 3: 21
27 - 4: 3
27 - 5: 8
27 - 6: 15
27 - 7: 23
27 - 8: 24
27 - 9: 15
27 - 10: 16
27 - 11: 15
27 - 12: 26
27 - 13: 28
27 - 14: 28
27 - 15: 20
27 - 16: 20
27 - 17: 17
27 - 18: 17
27 - 19: 26
27 - 20: 17
27 - 21: 19
27 - 22: 18
27 - 23: 19
27 - 24: 19
27 - 25: 18
27 - 26: 20
27 - 28: 15
27 - 29: 21
27 - 30: 11
27 - 31: 22
27 - 32: 14
27 - 33: 17
27 - 34: 17
27 - 35: 12
27 - 36: 16
27 - 37: 14
27 - 38: 20
27 - 39: 25
27 - 40: 17
27 - 41: 21
27 - 42: 18
27 - 43: 21
27 - 44: 23
27 - 45: 21
27 - 46: 13
27 - 47: 21
27 - 48: 6
27 - 49: 19
27 - 50: 11
28 - 1: 29
28 - 2: 21
28 - 3: 13
28 - 4: 24
28 - 5: 6
28 - 6: 15
28 - 7: 22
28 - 8: 17
28 - 9: 13
28 - 10: 10
28 - 11: 16
28 - 12: 18
28 - 13: 13
28 - 14: 23
28 - 15: 17
28 - 16: 13
28 - 17: 16
28 - 18: 16
28 - 19: 22
28 - 20: 10
28 - 21: 18
28 - 22: 17
28 - 23: 17
28 - 24: 11
28 - 25: 18
28 - 26: 12
28 - 27: 24
28 - 29: 6
28 - 30: 4
28 - 31: 15
28 - 32: 13
28 - 33: 24
28 - 34: 9
28 - 35: 21
28 - 36: 15
28 - 37: 23
28 - 38: 13
28 - 39: 18
28 - 40: 20
28 - 41: 8
28 - 42: 11
28 - 43: 17
28 - 44: 19
28 - 45: 15
28 - 46: 15
28 - 47: 20
28 - 48: 7
28 - 49: 15
28 - 50: 5
29 - 1: 23
29 - 2: 15
29 - 3: 7
29 - 4: 18
29 - 5: 9
29 - 6: 18
29 - 7: 16
29 - 8: 11
29 - 9: 12
29 - 10: 12
29 - 11: 12
29 - 12: 12
29 - 13: 7
29 - 14: 17
29 - 15: 11
29 - 16: 7
29 - 17: 11
29 - 18: 10
29 - 19: 16
29 - 20: 4
29 - 21: 12
29 - 22: 11
29 - 23: 14
29 - 24: 5
29 - 25: 12
29 - 26: 6
29 - 27: 18
29 - 28: 18
29 - 30: -2
29 - 31: 9
29 - 32: 7
29 - 33: 18
29 - 34: 3
29 - 35: 15
29 - 36: 9
29 - 37: 17
29 - 38: 7
29 - 39: 12
29 - 40: 18
29 - 41: 2
29 - 42: 5
29 - 43: 11
29 - 44: 13
29 - 45: 17
29 - 46: 17
29 - 47: 14
29 - 48: 11
29 - 49: 9
29 - 50: 9
30 - 1: 28
30 - 2: 20
30 - 3: 12
30 - 4: 23
30 - 5: 24
30 - 6: 24
30 - 7: 21
30 - 8: 16
30 - 9: 17
30 - 10: 17
30 - 11: 17
30 - 12: 17
30 - 13: 32
30 - 14: 29
30 - 15: 19
30 - 16: 12
30 - 17: 16
30 - 18: 15
30 - 19: 21
30 - 20: 6
30 - 21: 17
30 - 22: 16
30 - 23: 19
30 - 24: 10
30 - 25: 17
30 - 26: 11
30 - 27: 23
30 - 28: 23
30 - 29: 26
30 - 31: 14
30 - 32: 12
30 - 33: 23
30 - 34: 8
30 - 35: 20
30 - 36: 14
30 - 37: 22
30 - 38: 13
30 - 39: 24
30 - 40: 25
30 - 41: 14
30 - 42: 16
30 - 43: 26
30 - 44: 24
30 - 45: 22
30 - 46: 22
30 - 47: 20
30 - 48: 16
30 - 49: 24
30 - 50: 20
31 - 1: 17
31 - 2: 9
31 - 3: 1
31 - 4: 12
31 - 5: 13
31 - 6: 11
31 - 7: 10
31 - 8: 5
31 - 9: 6
31 - 10: 6
31 - 11: 6
31 - 12: 6
31 - 13: 21
31 - 14: 16
31 - 15: 8
31 - 16: 1
31 - 17: 5
31 - 18: 4
31 - 19: 10
31 - 20: -5
31 - 21: 6
31 - 22: 5
31 - 23: 8
31 - 24: -1
31 - 25: 3
31 - 26: 0
31 - 27: 12
31 - 28: 11
31 - 29: 14
31 - 30: -11
31 - 32: 1
31 - 33: 12
31 - 34: -3
31 - 35: 9
31 - 36: 3
31 - 37: 11
31 - 38: 2
31 - 39: 13
31 - 40: 14
31 - 41: 3
31 - 42: 5
31 - 43: 15
31 - 44: 13
31 - 45: 11
31 - 46: 11
31 - 47: 9
31 - 48: 2
31 - 49: 13
31 - 50: 9
32 - 1: 23
32 - 2: 10
32 - 3: 7
32 - 4: 20
32 - 5: 17
32 - 6: 14
32 - 7: 15
32 - 8: 13
32 - 9: 13
32 - 10: 5
32 - 11: 11
32 - 12: 12
32 - 13: 20
32 - 14: 27
32 - 15: 14
32 - 16: 9
32 - 17: 9
32 - 18: 3
32 - 19: 16
32 - 20: 6
32 - 21: 5
32 - 22: 4
32 - 23: 7
32 - 24: 7
32 - 25: 14
32 - 26: 8
32 - 27: 17
32 - 28: 11
32 - 29: 17
32 - 30: 0
32 - 31: 11
