Graph contains edges with negative weight.
Shortest paths lengths:
24 - 13: 20
24 - 14: 44
24 - 15: 20
24 - 16: 14
24 - 17: 10
24 - 18: 22
24 - 19: 23
24 - 20: -3
24 - 21: 20
24 - 22: 41
24 - 25: 2
24 - 26: 28
24 - 27: 6
24 - 28: 25
24 - 29: 10
24 - 31: 33
24 - 32: 19
24 - 33: 6
24 - 34: 13
24 - 35: 12
24 - 36: 34
24 - 37: 32
24 - 38: 21
24 - 39: 36
24 - 40: 30
24 - 41: 13
24 - 42: 29
24 - 43: 4
24 - 44: 30
24 - 46: 13
24 - 47: 9
24 - 48: 26
24 - 50: 18
25 - 1: 22
25 - 2: 22
25 - 3: 38
25 - 4: 29
25 - 5: 25
25 - 6: 19
25 - 7: 23
25 - 8: 24
25 - 9: 12
25 - 10: 20
25 - 11: 40
25 - 12: 20
25 - 13: 27
25 - 14: 42
25 - 15: 27
25 - 16: 21
25 - 17: 13
25 - 18: 29
25 - 19: 26
25 - 20: -5
25 - 21: 18
25 - 22: 39
25 - 24: 22
25 - 26: 26
25 - 27: 25
25 - 28: 32
25 - 29: 8
25 - 31: 31
25 - 32: 26
25 - 33: 13
25 - 34: 11
25 - 35: 10
25 - 36: 32
25 - 37: 31
25 - 38: 24
25 - 39: 38
25 - 40: 37
25 - 41: 16
25 - 42: 32
25 - 43: 14
25 - 44: 28
25 - 46: 32
25 - 47: 7
25 - 48: 24
25 - 50: 21
26 - 1: 6
26 - 2: 6
26 - 3: 12
26 - 4: 12
26 - 5: -1
26 - 6: -7
26 - 7: 10
26 - 8: -1
26 - 9: 3
26 - 10: 4
26 - 11: 14
26 - 12: 4
26 - 13: 14
26 - 14: 22
26 - 15: 13
26 - 16: 8
26 - 17: -3
26 - 18: 16
26 - 19: 10
26 - 20: -21
26 - 21: -8
26 - 22: 19
26 - 24: 6
26 - 25: 8
26 - 27: 9
26 - 28: 7
26 - 29: -8
26 - 31: 5
26 - 32: 1
26 - 33: 0
26 - 34: -15
26 - 35: -6
26 - 36: 6
26 - 37: 6
26 - 38: 2
26 - 39: 18
26 - 40: 24
26 - 41: -6
26 - 42: 16
26 - 43: 1
26 - 44: 8
26 - 46: 16
26 - 47: 8
26 - 48: 8
26 - 50: 5
27 - 1: 13
27 - 2: 15
27 - 3: 35
27 - 4: 35
27 - 5: 21
27 - 6: 16
27 - 7: 23
27 - 8: 22
27 - 9: 12
27 - 10: 27
27 - 11: 36
27 - 12: 27
27 - 13: 27
27 - 14: 44
27 - 15: 25
27 - 16: 21
27 - 17: 4
27 - 18: 29
27 - 19: 17
27 - 20: 2
27 - 21: 15
27 - 22: 41
27 - 24: 29
27 - 25: 30
27 - 26: 23
27 - 28: 19
27 - 29: 15
27 - 31: 27
27 - 32: 13
27 - 33: 13
27 - 34: 8
27 - 35: 17
27 - 36: 29
27 - 37: 29
27 - 38: 15
27 - 39: 30
27 - 40: 37
27 - 41: 7
27 - 42: 23
27 - 43: -2
27 - 44: 30
27 - 46: 7
27 - 47: 15
27 - 48: 31
27 - 50: 12
28 - 1: 26
28 - 2: 17
28 - 3: 33
28 - 4: 33
28 - 5: 20
28 - 6: 14
28 - 7: 31
28 - 8: 20
28 - 9: 16
28 - 10: 15
28 - 11: 35
28 - 12: 15
28 - 13: 35
28 - 14: 37
28 - 15: 34
28 - 16: 29
28 - 17: 18
28 - 18: 29
28 - 19: 31
28 - 20: 0
28 - 21: 13
28 - 22: 34
28 - 24: 27
28 - 25: 29
28 - 26: 21
28 - 27: 20
28 - 29: 13
28 - 31: 26
28 - 32: 22
28 - 33: 21
28 - 34: 6
28 - 35: 15
28 - 36: 16
28 - 37: 15
28 - 38: 23
28 - 39: 11
28 - 40: 45
28 - 41: 15
28 - 42: 30
28 - 43: 18
28 - 44: 23
28 - 46: 27
28 - 47: 11
28 - 48: 19
28 - 50: 26
29 - 1: 14
29 - 2: 14
29 - 3: 30
29 - 4: 21
29 - 5: 17
29 - 6: 11
29 - 7: 24
29 - 8: 16
29 - 9: 17
29 - 10: 12
29 - 11: 32
29 - 12: 12
29 - 13: 28
29 - 14: 34
29 - 15: 28
29 - 16: 22
29 - 17: 5
29 - 18: 26
29 - 19: 18
29 - 20: -13
29 - 21: 10
29 - 22: 31
29 - 24: 14
29 - 25: 16
29 - 26: 18
29 - 27: 17
29 - 28: 24
29 - 31: 23
29 - 32: 18
29 - 33: 14
29 - 34: 3
29 - 35: 2
29 - 36: 24
29 - 37: 23
29 - 38: 16
29 - 39: 30
29 - 40: 38
29 - 41: 8
29 - 42: 24
29 - 43: 15
29 - 44: 20
29 - 46: 24
29 - 47: 16
29 - 48: 16
29 - 50: 13
30 - 1: 14
30 - 2: 13
30 - 3: 26
30 - 4: 25
30 - 5: 11
30 - 6: 5
30 - 7: 11
30 - 8: 0
30 - 9: 14
30 - 10: 11
30 - 11: 26
30 - 12: 11
30 - 13: 9
30 - 14: 33
30 - 15: -5
30 - 16: 9
30 - 17: 6
30 - 18: 17
30 - 19: 19
30 - 20: -9
30 - 21: 3
30 - 22: 30
30 - 23: -1
30 - 24: 18
30 - 25: 20
30 - 26: 14
30 - 27: 16
30 - 28: 5
30 - 29: 4
30 - 31: 17
30 - 32: -1
30 - 33: 1
30 - 34: -3
30 - 35: 6
30 - 36: 17
30 - 37: 7
30 - 38: 14
30 - 39: 16
30 - 40: 19
30 - 41: 6
30 - 42: 4
30 - 43: 3
30 - 44: 19
30 - 46: 23
30 - 47: 9
30 - 48: 15
30 - 49: 10
30 - 50: 14
31 - 1: 23
31 - 2: 25
31 - 3: 26
31 - 4: 29
31 - 5: 31
31 - 6: 26
31 - 7: 17
31 - 8: 20
31 - 9: 22
31 - 10: 27
31 - 11: 9
31 - 12: 27
31 - 13: 12
31 - 14: 17
31 - 15: 21
31 - 16: 19
31 - 17: 14
31 - 18: 27
31 - 19: 14
31 - 20: 2
31 - 21: 23
31 - 22: 14
31 - 24: 22
31 - 25: 21
31 - 26: 33
31 - 27: 10
31 - 28: 26
31 - 29: 15
31 - 32: 20
31 - 33: 11
31 - 34: 18
31 - 35: 17
31 - 36: 37
31 - 37: 27
31 - 38: 6
31 - 39: 37
31 - 40: 22
31 - 41: 17
31 - 42: 33
31 - 43: 8
31 - 44: 3
31 - 46: 17
31 - 47: 19
31 - 48: 31
31 - 50: 22
32 - 1: 32
32 - 2: 23
32 - 3: 39
32 - 4: 39
32 - 5: 26
32 - 6: 20
32 - 7: 37
32 - 8: 17
32 - 9: 18
32 - 10: 21
32 - 11: 41
32 - 12: 21
32 - 13: 26
32 - 14: 43
32 - 15: 12
32 - 16: 35
32 - 17: 24
32 - 18: 35
32 - 19: 37
32 - 20: 6
32 - 21: 19
32 - 22: 40
32 - 24: 33
32 - 25: 35
32 - 26: 27
32 - 27: 26
32 - 28: 6
32 - 29: 19
32 - 31: 32
32 - 33: 27
32 - 34: 12
32 - 35: 21
32 - 36: 22
32 - 37: 21
32 - 38: 29
32 - 39: 17
32 - 40: 36
32 - 41: 21
32 - 42: 36
32 - 43: 24
32 - 44: 29
32 - 46: 33
32 - 47: 13
32 - 48: 25
32 - 50: 32
33 - 1: 13
33 - 2: 16
33 - 3: 35
33 - 4: 35
33 - 5: 21
33 - 6: 16
33 - 7: 10
33 - 8: 19
33 - 9: 13
33 - 10: 27
33 - 11: 36
33 - 12: 27
33 - 13: 14
33 - 14: 44
33 - 15: 14
33 - 16: 8
33 - 17: 5
33 - 18: 16
33 - 19: 18
33 - 20: 2
33 - 21: 14
33 - 22: 41
33 - 24: 29
33 - 25: 30
33 - 26: 23
33 - 27: 23
33 - 28: 19
33 - 29: 15
33 - 31: 27
33 - 32: 13
33 - 34: 8
33 - 35: 17
33 - 36: 28
33 - 37: 26
33 - 38: 15
33 - 39: 30
33 - 40: 24
33 - 41: 7
33 - 42: 23
33 - 43: 2
33 - 44: 30
33 - 46: 30
33 - 47: 8
33 - 48: 31
33 - 50: 13
34 - 1: 21
34 - 2: 21
34 - 3: 37
34 - 4: 28
34 - 5: 14
34 - 6: 8
34 - 7: 25
34 - 8: 14
34 - 9: 18
34 - 10: 19
34 - 11: 29
34 - 12: 19
34 - 13: 29
34 - 14: 37
34 - 15: 28
34 - 16: 23
34 - 17: 12
34 - 18: 31
34 - 19: 25
34 - 20: -6
34 - 21: 7
34 - 22: 34
34 - 24: 21
34 - 25: 23
34 - 26: 25
34 - 27: 24
34 - 28: 22
34 - 29: 7
34 - 31: 20
34 - 32: 16
34 - 33: 15
34 - 35: 9
34 - 36: 21
34 - 37: 21
34 - 38: 17
34 - 39: 33
34 - 40: 39
34 - 41: 9
34 - 42: 31
34 - 43: 16
34 - 44: 23
34 - 46: 31
34 - 47: 23
34 - 48: 23
34 - 50: 20
35 - 1: 31
35 - 2: 27
35 - 3: 43
35 - 4: 19
35 - 5: 30
35 - 6: 24
35 - 7: 28
35 - 8: 14
35 - 9: 26
35 - 10: 25
35 - 11: 45
35 - 12: 25
35 - 13: 32
35 - 14: 47
35 - 15: 28
35 - 16: 26
35 - 17: 22
35 - 18: 34
35 - 19: 35
35 - 20: 9
35 - 21: 17
35 - 22: 44
35 - 24: 12
35 - 25: 14
35 - 26: 31
35 - 27: 18
35 - 28: 22
35 - 29: 22
35 - 31: 36
35 - 32: 16
35 - 33: 18
35 - 34: 16
35 - 36: 31
35 - 37: 21
35 - 38: 32
35 - 39: 33
35 - 40: 42
35 - 41: 25
35 - 42: 36
35 - 43: 16
35 - 44: 33
35 - 46: 25
35 - 47: 21
35 - 48: 29
35 - 50: 30
37 - 1: 23
37 - 2: 25
37 - 3: 45
37 - 4: 44
37 - 5: 31
37 - 6: 26
37 - 7: 33
37 - 8: 25
37 - 9: 26
37 - 10: 35
37 - 11: 35
37 - 12: 35
37 - 13: 20
37 - 14: 43
37 - 15: 27
37 - 16: 31
37 - 17: 14
37 - 18: 39
37 - 19: 19
37 - 20: 10
37 - 21: 25
37 - 22: 40
37 - 24: 37
37 - 25: 26
37 - 26: 33
37 - 27: 32
37 - 28: 29
37 - 29: 23
37 - 31: 26
37 - 32: 23
37 - 33: 23
37 - 34: 18
37 - 35: 25
37 - 36: 39
37 - 38: 11
37 - 39: 40
37 - 40: 30
37 - 41: 17
37 - 42: 15
37 - 43: 16
37 - 44: 29
37 - 46: 39
37 - 47: 25
37 - 48: 39
37 - 50: 22
38 - 1: 36
38 - 2: 27
38 - 3: 41
38 - 4: 43
38 - 5: 30
38 - 6: 24
38 - 7: 32
38 - 8: 14
38 - 9: 19
38 - 10: 25
38 - 11: 24
38 - 12: 25
38 - 13: 27
38 - 14: 32
38 - 15: 28
